year,month,product,retail,wholesale
2024,8.0,peppers_sweet,95.37,77.41
2024,8.0,potato,90.0,80.0
2024,8.0,semolina_standard,8.0,120.0
2024,8.0,tea,524.0,487.0
2024,8.0,tomato,126.72,104.72
2024,8.0,tomato_paste,260.0,240.0
2024,9.0,adult_milk,70.0,109.0
2024,9.0,beetroot,80.0,60.0
2024,9.0,carrots,80.0,55.0
2024,9.0,chickpeas,370.0,350.0
2024,9.0,coffee,1470.0,1320.0
2024,9.0,dates,250.0,180.0
2024,9.0,edible_oil,49.0,55.0
2024,9.0,eggs,15.0,14.0
2024,9.0,flour_bakery,61.0,98.0
2024,9.0,garlic,150.0,130.0
2024,9.0,lentils,186.0,200.0
2024,9.0,lettuce,160.0,130.0
2024,9.0,onion,50.0,40.0
2024,9.0,peppers_hot,95.37,77.41
2024,9.0,peppers_sweet,95.37,77.41
2024,9.0,potato,90.0,80.0
2024,9.0,semolina_standard,8.0,120.0
2024,9.0,tea,524.0,487.0
2024,9.0,tomato,126.72,104.72
2024,9.0,tomato_paste,260.0,240.0
2024,11.0,adult_milk,206.66666666666666,203.0
2024,11.0,beetroot,40.0,30.0
2024,11.0,carrots,40.0,27.5
2024,11.0,chickpeas,185.0,175.0
2024,11.0,coffee,1470.0,1320.0
2024,11.0,dates,121.955,87.535
2024,11.0,edible_oil,349.5,327.5
2024,11.0,eggs,15.0,14.0
2024,11.0,flour_bakery,92.91666666666667,342.3183333333333
2024,11.0,garlic,251.885,227.495
2024,11.0,lentils,124.0,133.33333333333334
2024,11.0,lettuce,66.795,53.559999999999995
2024,11.0,onion,25.0,20.0
2024,11.0,peppers_hot,45.73,41.675
2024,11.0,peppers_sweet,45.73,41.675
2024,11.0,potato,44.220000000000006,39.165
2024,11.0,semolina_standard,454.0,485.0
2024,11.0,sugar_white,47.5,45.0
2024,11.0,tea,349.3333333333333,324.6666666666667
2024,11.0,tomato,134.33,119.52333333333333
2024,11.0,tomato_paste,130.0,120.0
2024,11.0,yeast,185.0,165.0
2024,12.0,adult_milk,206.66666666666666,203.0
2024,12.0,beetroot,40.0,30.0
2024,12.0,carrots,40.0,27.5
2024,12.0,chickpeas,185.0,175.0
2024,12.0,coffee,1470.0,1320.0
2024,12.0,dates,121.955,87.535
2024,12.0,edible_oil,349.5,327.5
2024,12.0,eggs,15.0,14.0
2024,12.0,flour_bakery,92.91666666666667,342.3183333333333
2024,12.0,garlic,251.885,227.495
2024,12.0,lentils,124.0,133.33333333333334
2024,12.0,lettuce,66.795,53.559999999999995
2024,12.0,onion,25.0,20.0
2024,12.0,peppers_hot,45.73,41.675
2024,12.0,peppers_sweet,45.73,41.675
2024,12.0,potato,44.220000000000006,39.165
2024,12.0,semolina_standard,454.0,485.0
2024,12.0,sugar_white,47.5,45.0
2024,12.0,tea,349.3333333333333,324.6666666666667
2024,12.0,tomato,134.33,119.52333333333333
2024,12.0,tomato_paste,130.0,120.0
2024,12.0,yeast,185.0,165.0
2025,1.0,adult_milk,550.0,500.0
2025,1.0,beef_local,1700.0,1600.0
2025,1.0,beetroot,80.0,60.0
2025,1.0,carrots,80.0,55.0
2025,1.0,chickpeas,370.0,350.0
2025,1.0,dates,200.0,150.0
2025,1.0,dry_beans,280.0,250.0
2025,1.0,flour_bakery,1210.0,1160.0
2025,1.0,garlic,400.0,350.0
2025,1.0,lentils,280.0,250.0
2025,1.0,lettuce,120.0,100.0
2025,1.0,onion,50.0,40.0
2025,1.0,peppers_hot,127.78,107.78
2025,1.0,peppers_sweet,127.78,107.78
2025,1.0,potato,77.78,62.78
2025,1.0,rice,200.0,180.0
2025,1.0,semolina_premium,1000.0,925.0
2025,1.0,sugar_white,95.0,90.0
2025,1.0,tea,1000.0,950.0
2025,1.0,tomato,80.0,60.0
2025,1.0,tomato_paste,300.0,280.0
2025,1.0,white_meat,404.81,365.56
2025,1.0,yeast,370.0,330.0
2025,2.0,adult_milk,550.0,500.0
2025,2.0,beef_local,1700.0,1600.0
2025,2.0,beetroot,80.0,60.0
2025,2.0,carrots,80.0,55.0
2025,2.0,chickpeas,370.0,280.0
2025,2.0,dates,200.0,150.0
2025,2.0,dry_beans,323.33,290.0
2025,2.0,flour_bakery,1210.0,1160.0
2025,2.0,garlic,400.0,350.0
2025,2.0,lentils,273.33,253.33
2025,2.0,lettuce,120.0,100.0
2025,2.0,onion,50.0,40.0
2025,2.0,peppers_hot,130.0,110.0
2025,2.0,peppers_sweet,130.0,110.0
2025,2.0,potato,85.0,73.33
2025,2.0,rice,200.0,180.0
2025,2.0,semolina_premium,1000.0,925.0
2025,2.0,sugar_white,95.0,90.0
2025,2.0,tea,1000.0,950.0
2025,2.0,tomato,76.11,56.11
2025,2.0,tomato_paste,300.0,280.0
2025,2.0,white_meat,374.81,334.81
2025,2.0,yeast,370.0,330.0
2025,3.0,adult_milk,550.0,500.0
2025,3.0,beef_local,1700.0,1600.0
2025,3.0,beetroot,137.78,127.41
2025,3.0,carrots,80.0,55.0
2025,3.0,chickpeas,370.0,280.0
2025,3.0,dates,200.0,150.0
2025,3.0,dry_beans,330.0,310.0
2025,3.0,flour_bakery,1210.0,1160.0
2025,3.0,garlic,768.52,616.67
2025,3.0,lentils,260.0,240.0
2025,3.0,lettuce,120.0,100.0
2025,3.0,onion,50.0,40.0
2025,3.0,peppers_hot,143.33,116.67
2025,3.0,peppers_sweet,143.33,116.67
2025,3.0,potato,105.93,95.93
2025,3.0,rice,200.0,180.0
2025,3.0,semolina_premium,1000.0,925.0
2025,3.0,sugar_white,95.0,90.0
2025,3.0,tea,1000.0,950.0
2025,3.0,tomato,75.93,55.93
2025,3.0,tomato_paste,300.0,280.0
2025,3.0,white_meat,459.63,418.89
2025,3.0,yeast,370.0,330.0
2025,4.0,adult_milk,550.0,500.0
2025,4.0,beef_local,1700.0,1600.0
2025,4.0,beetroot,140.0,130.0
2025,4.0,carrots,82.96,70.37
2025,4.0,chickpeas,370.0,280.0
2025,4.0,dates,200.0,150.0
2025,4.0,dry_beans,330.0,310.0
2025,4.0,flour_bakery,1210.0,1160.0
2025,4.0,garlic,688.89,538.89
2025,4.0,lentils,260.0,240.0
2025,4.0,lettuce,145.93,122.22
2025,4.0,onion,77.78,58.52
2025,4.0,peppers_hot,112.59,92.59
2025,4.0,peppers_sweet,112.59,92.59
2025,4.0,potato,97.96,85.37
2025,4.0,rice,200.0,180.0
2025,4.0,semolina_premium,1000.0,925.0
2025,4.0,sugar_white,95.0,90.0
2025,4.0,tea,1000.0,950.0
2025,4.0,tomato,88.89,68.89
2025,4.0,tomato_paste,300.0,280.0
2025,4.0,white_meat,418.89,368.89
2025,4.0,yeast,370.0,330.0
2025,5.0,adult_milk,550.0,500.0
2025,5.0,beef_local,1700.0,1600.0
2025,5.0,beetroot,140.0,130.0
2025,5.0,carrots,80.0,70.0
2025,5.0,chickpeas,370.0,280.0
2025,5.0,dates,200.0,150.0
2025,5.0,dry_beans,330.0,310.0
2025,5.0,flour_bakery,1210.0,1160.0
2025,5.0,garlic,550.0,400.0
2025,5.0,lentils,260.0,240.0
2025,5.0,lettuce,135.56,97.78
2025,5.0,onion,77.78,57.78
2025,5.0,peppers_hot,82.96,62.96
2025,5.0,peppers_sweet,82.96,62.96
2025,5.0,potato,71.11,61.11
2025,5.0,rice,200.0,180.0
2025,5.0,semolina_premium,1000.0,925.0
2025,5.0,sugar_white,95.0,90.0
2025,5.0,tea,1000.0,950.0
2025,5.0,tomato,77.78,57.78
2025,5.0,tomato_paste,300.0,280.0
2025,5.0,white_meat,393.33,337.78
2025,5.0,yeast,370.0,330.0
2025,6.0,adult_milk,550.0,500.0
2025,6.0,beef_local,1700.0,1600.0
2025,6.0,beetroot,140.0,130.0
2025,6.0,carrots,93.33,78.89
2025,6.0,chickpeas,370.0,280.0
2025,6.0,dates,200.0,150.0
2025,6.0,dry_beans,330.0,310.0
2025,6.0,flour_bakery,1210.0,1160.0
2025,6.0,garlic,550.0,400.0
2025,6.0,lentils,260.0,240.0
2025,6.0,lettuce,144.44,115.56
2025,6.0,onion,60.0,40.0
2025,6.0,peppers_hot,114.07,95.56
2025,6.0,peppers_sweet,110.37,88.15
2025,6.0,potato,66.3,54.44
2025,6.0,rice,200.0,180.0
2025,6.0,semolina_premium,1000.0,925.0
2025,6.0,sugar_white,95.0,90.0
2025,6.0,tea,1000.0,950.0
2025,6.0,tomato,72.59,58.89
2025,6.0,tomato_paste,300.0,280.0
2025,6.0,white_meat,403.33,356.67
2025,6.0,yeast,370.0,330.0
2025,7.0,adult_milk,550.0,500.0
2025,7.0,beef_local,1700.0,1600.0
2025,7.0,beetroot,140.0,130.0
2025,7.0,carrots,100.74,80.74
2025,7.0,chickpeas,370.0,280.0
2025,7.0,coffee,1000.0,920.0
2025,7.0,dates,200.0,150.0
2025,7.0,dry_beans,330.0,310.0
2025,7.0,flour_bakery,1210.0,1160.0
2025,7.0,garlic,550.0,400.0
2025,7.0,lentils,260.0,240.0
2025,7.0,lettuce,150.0,120.0
2025,7.0,onion,60.0,40.0
2025,7.0,peppers_hot,130.0,120.0
2025,7.0,peppers_sweet,80.0,60.0
2025,7.0,potato,60.0,45.0
2025,7.0,rice,200.0,180.0
2025,7.0,semolina_premium,1000.0,925.0
2025,7.0,sugar_white,95.0,90.0
2025,7.0,tea,1000.0,950.0
2025,7.0,tomato,50.74,35.74
2025,7.0,tomato_paste,300.0,280.0
2025,7.0,white_meat,411.85,372.59
2025,7.0,yeast,370.0,330.0
2025,8.0,adult_milk,550.0,500.0
2025,8.0,beef_local,1766.67,1666.67
2025,8.0,beetroot,140.0,130.0
2025,8.0,carrots,120.0,100.0
2025,8.0,chickpeas,370.0,280.0
2025,8.0,dates,200.0,150.0
2025,8.0,dry_beans,330.0,310.0
2025,8.0,flour_bakery,1210.0,1160.0
2025,8.0,garlic,600.0,433.33
2025,8.0,lentils,260.0,240.0
2025,8.0,lettuce,167.78,137.78
2025,8.0,onion,60.0,40.0
2025,8.0,peppers_hot,117.78,103.7
2025,8.0,peppers_sweet,98.52,78.52
2025,8.0,potato,53.7,41.85
2025,8.0,rice,200.0,180.0
2025,8.0,semolina_premium,1000.0,925.0
2025,8.0,sugar_white,95.0,90.0
2025,8.0,tea,1000.0,950.0
2025,8.0,tomato,62.22,44.07
2025,8.0,tomato_paste,300.0,280.0
2025,8.0,white_meat,388.15,348.15
2025,8.0,yeast,370.0,330.0
2025,9.0,adult_milk,440.0,400.0
2025,9.0,beef_local,1900.0,1800.0
2025,9.0,beetroot,140.0,130.0
2025,9.0,carrots,106.67,86.67
2025,9.0,chickpeas,370.0,280.0
2025,9.0,dates,200.0,150.0
2025,9.0,dry_beans,330.0,310.0
2025,9.0,flour_bakery,1210.0,1160.0
2025,9.0,garlic,700.0,500.0
2025,9.0,lentils,260.0,240.0
2025,9.0,lettuce,158.89,135.93
2025,9.0,onion,60.0,40.0
2025,9.0,peppers_hot,100.0,80.0
2025,9.0,peppers_sweet,100.0,80.0
2025,9.0,potato,50.0,40.0
2025,9.0,rice,200.0,180.0
2025,9.0,semolina_premium,1000.0,925.0
2025,9.0,sugar_white,95.0,90.0
2025,9.0,tea,1000.0,950.0
2025,9.0,tomato,50.0,40.0
2025,9.0,tomato_paste,300.0,280.0
2025,9.0,white_meat,420.0,374.81
2025,9.0,yeast,370.0,330.0
2025,10.0,adult_milk,440.0,400.0
2025,10.0,beef_local,1900.0,1800.0
2025,10.0,beetroot,140.0,130.0
2025,10.0,carrots,150.0,130.0
2025,10.0,chickpeas,370.0,280.0
2025,10.0,dates,200.0,150.0
2025,10.0,dry_beans,330.0,310.0
2025,10.0,flour_bakery,1210.0,1160.0
2025,10.0,garlic,700.0,500.0
2025,10.0,lentils,260.0,240.0
2025,10.0,lettuce,150.0,130.0
2025,10.0,onion,60.0,40.0
2025,10.0,peppers_hot,108.89,88.89
2025,10.0,peppers_sweet,108.89,88.89
2025,10.0,potato,50.37,40.37
2025,10.0,rice,200.0,180.0
2025,10.0,semolina_premium,1000.0,925.0
2025,10.0,sugar_white,95.0,90.0
2025,10.0,tea,1000.0,950.0
2025,10.0,tomato,160.835,145.555
2025,10.0,white_meat,448.89,399.26
2025,11.0,adult_milk,550.0,500.0
2025,11.0,beef_local,1700.0,1600.0
2025,11.0,beetroot,80.0,60.0
2025,11.0,carrots,80.0,55.0
2025,11.0,chickpeas,370.0,350.0
2025,11.0,dates,200.0,150.0
2025,11.0,dry_beans,280.0,250.0
2025,11.0,flour_bakery,1210.0,1160.0
2025,11.0,garlic,400.0,350.0
2025,11.0,lentils,280.0,250.0
2025,11.0,lettuce,141.11,114.07
2025,11.0,onion,50.0,40.0
2025,11.0,peppers_hot,90.0,80.0
2025,11.0,peppers_sweet,90.0,80.0
2025,11.0,potato,89.26,79.26
2025,11.0,rice,200.0,180.0
2025,11.0,semolina_premium,1000.0,925.0
2025,11.0,sugar_white,95.0,90.0
2025,11.0,tea,1000.0,950.0
2025,11.0,tomato,200.0,177.035
2025,11.0,white_meat,509.26,469.26
